time,open,high,low,close,8day,Plot,Plot,Plot,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2019-09-18T21:00:00-03:00,21.2021,21.5998,20.7415,21.5998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-19T21:00:00-03:00,21.4918,21.538,20.9728,21.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-20T21:00:00-03:00,21.3134,21.4138,20.8128,20.8755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-21T21:00:00-03:00,20.7415,20.7415,20.0146,20.4181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-22T21:00:00-03:00,20.3258,20.3258,19.2092,19.3267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-23T21:00:00-03:00,19.3636,19.3789,5.11,15.6254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-24T21:00:00-03:00,16.0987,16.4216,14.922,16.1696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-25T21:00:00-03:00,15.8828,16.3,14.3996,15.2217,18.8081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-26T21:00:00-03:00,15.0161,15.706,14.7364,15.632,18.1023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-27T21:00:00-03:00,15.6415,15.8583,15.3674,15.8583,17.60363333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-28T21:00:00-03:00,15.7043,15.7043,14.954,15.2957,17.09075926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-29T21:00:00-03:00,15.1218,15.8374,14.7255,15.7932,16.80241276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-09-30T21:00:00-03:00,15.8534,16.2708,15.7064,15.8527,16.59136548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-10-01T21:00:00-03:00,15.772,15.8477,15.5281,15.8103,16.41779537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-10-02T21:00:00-03:00,15.8149,15.924,15.3981,15.47,16.20717418,NaN,NaN,NaN,NaN,18.09190664,NaN,NaN,NaN
2019-10-03T21:00:00-03:00,15.458,15.7958,15.3839,15.6964,16.09366881,NaN,NaN,NaN,NaN,20.11952534,NaN,NaN,NaN
