time,open,high,low,close,8day,Plot,Plot,Plot,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2022-06-29T21:00:00-03:00,20099.01,20143.06,18592.75,19918.05,20541.53062,22147.62168,26337.63264,31104.89116,36268.34721,31.18403339,30.51379908,NaN,NaN
2022-06-30T21:00:00-03:00,19918.32,20875.99,18951.58,19251.99,20254.96604,21871.84723,26059.7643,30870.18024,36099.03022,28.97969042,30.96181313,NaN,NaN
2022-07-01T21:00:00-03:00,19256.14,19460.3,18960,19227.03,20026.53581,21619.95988,25791.81393,30639.62281,35931.14962,28.89725396,31.57076747,NaN,NaN
2022-07-02T21:00:00-03:00,19227.04,19644.81,18759.89,19292.08,19863.32341,21398.25703,25536.92241,30414.91899,35765.58674,29.46043214,31.61844318,NaN,NaN
2022-07-03T21:00:00-03:00,19292.09,20328.73,19028,20213.96,19941.24265,21285.46684,25328.17878,30212.91981,35610.84418,37.06795192,32.20822317,NaN,NaN
2022-07-04T21:00:00-03:00,20213.52,20726.46,19275.47,20154.01,19988.52428,21177.70904,25125.2702,30013.73347,35457.04484,36.79008264,32.71916945,NaN,NaN
2022-07-05T21:00:00-03:00,20154.15,20656,19747.34,20542.96,20111.73222,21117.25675,24945.57176,29826.1934,35308.64599,39.93598732,33.57447624,NaN,NaN
2022-07-06T21:00:00-03:00,20542.96,21830,20224.48,21610.93,20444.88728,21164.27325,24814.8015,29663.51492,35172.3503,47.64143743,34.54258538,NaN,NaN
2022-07-07T21:00:00-03:00,21611.92,22500,21160.46,21581.17,20697.39455,21203.9777,24687.99242,29503.46849,35037.11468,47.45872911,35.44864252,NaN,NaN
2022-07-08T21:00:00-03:00,21580.47,21960,21312.5,21579.82,20893.4891,21239.77221,24566.10331,29346.56456,34903.21125,47.44983927,36.25210535,NaN,NaN
2022-07-09T21:00:00-03:00,21579.82,21594.45,20635,20847.61,20883.29374,21202.42343,24420.28004,29178.26843,34763.35452,42.77026686,36.82354582,NaN,NaN
2022-07-10T21:00:00-03:00,20850,20853.97,19856,19943.8,20674.51735,21082.55453,24244.7318,28995.40767,34615.89627,37.813036,37.11062561,NaN,NaN
2022-07-11T21:00:00-03:00,19946.48,20044.99,19221.3,19311.68,20371.66461,20913.89981,24051.27879,28803.65068,34463.61551,34.77706779,37.28713786,NaN,NaN
2022-07-12T21:00:00-03:00,19310,20340,18900,20218.44,20337.6147,20847.66554,23900.97139,28633.64651,34321.87247,41.97412382,38.01428086,NaN,NaN
2022-07-13T21:00:00-03:00,20217.99,20883.8,19610.34,20576.31,20390.6581,20821.82216,23770.59251,28474.09529,34185.1007,44.57361725,38.97067971,NaN,NaN
2022-07-14T21:00:00-03:00,20573.19,21195,20365.51,20822.62,20486.64963,20821.89814,23654.98574,28322.58093,34052.14069,46.35492242,40.21176771,NaN,NaN
2022-07-15T21:00:00-03:00,20822.54,21580.34,20473.93,21189.63,20642.86749,20856.92023,23558.30513,28181.33438,33924.15551,48.98575835,41.64666088,NaN,NaN
2022-07-16T21:00:00-03:00,21189.14,21672.44,20744.73,20793.99,20676.45027,20850.92687,23449.90061,28035.05033,33793.5071,46.34704097,42.85284722,NaN,NaN
2022-07-17T21:00:00-03:00,20793.97,22773.26,20758.78,22428.22,21065.73243,21001.14526,23409.83471,27924.02399,33680.41967,56.71817554,44.25643462,NaN,NaN
2022-07-18T21:00:00-03:00,22428.16,23804.16,21577,23399.39,21584.323,21229.54952,23409.42511,27834.42727,33578.12086,61.48304786,46.02021785,NaN,NaN
2022-07-19T21:00:00-03:00,23399.93,24283.32,22910.53,23227.54,21949.48234,21419.83433,23402.29236,27743.20178,33475.13001,60.21969912,47.46905441,NaN,NaN
2022-07-20T21:00:00-03:00,23224.9,23441.64,22341,23157.12,22217.84626,21585.29011,23392.67776,27652.38828,33372.46324,59.67854958,48.32884814,NaN,NaN
2022-07-21T21:00:00-03:00,23153.45,23762.67,22501.12,22685.55,22321.78043,21690.07677,23364.94726,27554.03505,33266.1258,56.04641935,48.94225458,NaN,NaN
2022-07-22T21:00:00-03:00,22685,23000,21938,22449.22,22350.10033,21762.37612,23329.03638,27452.9496,33158.49489,54.26399032,49.42897966,NaN,NaN
2022-07-23T21:00:00-03:00,22449.26,23016,22261.38,22579.59,22401.09804,21840.20601,23299.64633,27356.44743,33053.23216,55.11207151,50.31053713,NaN,NaN
